words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
deglutição,U,0,0,0,-1
ingestão,U,0,0,0,-1
apedrejar,0,0,1,0,3
estribo,+,0,0,2,2
ínvido,U,0,0,0,6
auditório,+,0,0,1,2
senhorear,0,0,3,1,3
assassínio,A,1,0,1,4
occídio,-,1,0,0,3
ambrear,0,0,1,0,5
endoidar,A,1,1,0,4
tisnado,-,1,0,0,4
farrusco,-,1,0,0,3
triunvirato,U,0,0,0,-1
triarquia,U,0,0,0,-1
roubalheira,0,0,1,0,5
mamata,0,0,1,0,4
mudar-se,0,0,2,0,3
físico,+,0,0,2,3
autemoterapia,U,0,0,0,-1
auto-hemoterapia,U,0,0,0,-1
surriada,-,2,0,1,3
desbaratador,-,2,0,0,4
automatismo,+,0,0,1,3
fundamentar-se,+,0,1,3,4
flato,-,2,0,0,3
urdimaças,-,2,0,0,4
aljamia,-,1,0,0,5
prefação,+,0,0,2,5
indeterminação,-,4,0,0,4
beque,+,0,0,1,4
rascar,0,1,3,1,3
irremunerável,+,0,0,1,5
rapa-barbas,U,0,0,0,-1
barbeirola,U,0,0,0,-1
mandioca,+,0,0,1,3
chocar-se,0,0,1,0,4
emblemático,0,0,1,0,2
típico,0,0,1,0,3
piranga,0,0,2,0,3
encharcado,-,2,0,0,3
focagem,+,0,0,1,6
focalização,+,0,0,1,7
gramíneo,-,1,0,0,4
vistoria,+,0,0,3,3
caixilho,U,0,0,0,5
chassis,U,0,0,0,5
anortear,0,0,1,0,3
simultaneidade,+,0,0,3,4
sintonia,+,0,0,1,3
grafia,+,0,0,4,4
amigável,+,0,0,2,4
suborno,-,2,0,0,3
refugar,+,1,0,2,3
insubmissão,-,4,0,0,4
indocilidade,-,1,0,0,4
subdesenvolvido,U,0,0,0,-1
terceiro-mundista,U,0,0,0,-1
patacão,A,1,1,0,4
apressurar,-,1,0,0,4
abençoar,+,0,0,2,2
carretel,U,0,0,0,-1
carrete,U,0,0,0,-1
capataz,U,0,0,0,4
sabugo,U,0,0,0,6
espiga,-,2,0,0,1
grito,-,3,0,0,3
troada,-,1,0,0,2
ganjeta,0,0,1,0,4
fofocar,0,0,1,0,4
seringação,-,2,0,0,3
leréia,-,1,0,0,3
imitar,0,1,2,1,3
reproduzir,0,0,5,1,2
secessão,0,0,1,0,4
blasonador,+,0,0,1,4
apaixonante,U,0,0,0,5
alucinante,A,1,1,1,4
concorrência,+,0,0,2,4
cainça,-,1,0,0,6
cainçalha,-,1,0,0,7
cassetete,U,0,0,0,3
berço,+,0,1,2,4
obeso,-,2,0,0,3
ventrudo,-,1,0,0,4
complicar,-,2,0,0,2
desengordurar,U,0,0,0,-1
desensebar,U,0,0,0,-1
puníceo,U,0,0,0,5
frugal,0,0,2,0,3
amachucar,-,3,0,0,2
matrucar,-,3,0,0,2
desencantamento,-,1,0,0,3
desencantação,-,1,0,0,4
salientar-se,+,0,0,1,3
singularizar,+,0,0,3,3
toar,0,1,3,0,4
lúpia,U,0,0,0,-1
lobinho,U,0,0,0,-1
habitação,+,0,0,3,3
vacilatório,-,1,0,0,4
obscurantista,U,0,0,0,-1
obscurante,U,0,0,0,-1
entrincheirar,0,0,1,0,6
convexidade,+,0,0,1,3
abaulamento,+,0,0,1,4
resplandecer,+,0,0,3,3
esplendecer,+,0,0,2,4
entocar-se,U,0,0,0,5
embiocar,A,1,0,1,4
assassinado,A,1,0,1,4
pinígero,U,0,0,0,-1
pinífero,U,0,0,0,-1
acurvar,-,2,0,0,2
pastor-chefe,U,0,0,0,-1
rabadão,U,0,0,0,-1
adormentado,-,1,0,0,5
sopito,-,2,1,0,4
arrasar-se,U,0,0,0,4
rasar,A,0,1,1,3
unânime,0,0,1,0,4
uníssono,0,0,3,0,4
desaterro,+,0,0,1,6
desbarrancamento,+,0,0,1,7
pata,+,1,0,2,3
jurisdição,+,0,0,1,2
garrocha,+,0,0,2,5
pampilho,+,0,0,1,6
lona,-,2,0,0,3
empeno,-,3,0,0,3
joeirar,A,0,2,2,4
escrivar,U,0,0,0,5
caibrada,+,0,0,1,5
modilhar,0,0,2,0,4
cacheirada,+,0,0,1,5
dorna,+,0,0,1,6
predefinição,+,0,0,1,4
Aperiantáceas,U,0,0,0,-1
Cicadáceas,U,0,0,0,-1
festim,U,0,0,0,3
subsistência,+,0,0,2,3
inconformado,-,2,0,0,4
sanzala,A,1,0,1,5
quimbo,+,0,0,1,5
coval,+,0,0,1,5
covato,+,0,0,1,6
indecifrável,-,1,0,0,4
ferroprussiato,U,0,0,0,-1
ferrocianeto,U,0,0,0,-1
adiante,A,1,0,1,6
arriba,+,0,0,3,5
ousado,A,1,1,0,3
embondeiro,+,0,0,1,8
micondó,+,0,0,1,9
enfarar,+,0,0,1,4
abafo,+,0,0,1,3
refirmar,U,0,0,0,4
divisor,U,0,0,0,8
partidor,U,0,0,0,7
abafado,A,1,0,1,4
pupilar,0,0,1,0,5
badameco,0,0,1,0,6
lagalhé,0,0,1,0,5
cromoblasto,U,0,0,0,-1
cromatoblasto,U,0,0,0,-1
rapôncio,U,0,0,0,-1
rapúncio,U,0,0,0,-1
incriminação,+,0,0,1,4
culpabilização,+,0,0,3,5
emissário,U,0,0,0,4
inundação,0,0,3,0,4
Aquilariáceas,U,0,0,0,-1
Timeleáceas,U,0,0,0,-1
dibala,A,1,1,0,6
moderno,A,0,1,1,3
rancor,-,2,0,0,3
gentil-homem,+,0,0,3,3
ordeiro,+,0,0,1,4
depravar-se,+,0,0,2,3
prevalecer,A,0,1,1,3
preponderar,0,0,1,0,4
aderir,0,0,5,0,3
avilanar,+,0,0,1,5
mentalizar,0,0,6,0,3
azular,0,0,1,0,4
azulejar,0,0,1,0,5
garotar,+,0,0,1,4
molinheira,+,0,0,2,6
identificável,U,0,0,0,-1
datável,U,0,0,0,-1
deparar,A,0,2,2,3
propiciar,0,0,1,0,3
linguagem,+,0,0,1,3
transcendente,+,1,0,3,3
transcendental,+,0,0,1,4
sogra,-,1,0,0,6
projector,U,0,0,0,-1
holofote,U,0,0,0,-1
porto,+,0,0,2,2
embarcadouro,+,0,0,1,3
prostituir,-,3,0,0,3
confragoso,-,1,0,0,2
funções,0,0,1,0,6
pelouro,0,0,1,0,5
adicionação,+,0,0,1,3
lancinar,A,1,0,1,3
enredador,-,1,0,0,6
enleador,-,1,0,0,7
imbatível,+,0,0,2,5
enxovia,+,0,0,3,5
ergástulo,+,0,0,1,4
noctívago,-,1,0,0,6
bolsa,A,0,1,1,5
mala,U,0,0,0,6
abonançar,-,2,0,0,4
tergiversação,+,1,0,3,4
ermida,A,1,1,0,4
grejó,U,0,0,0,5
maçonaria,U,0,0,0,-1
curibeca,U,0,0,0,-1
sisudo,0,1,5,0,3
colmeeiro,+,0,0,1,7
angu,A,1,0,1,3
revienga,-,1,0,0,5
desapercebido,A,1,1,0,5
oráculo,+,0,0,3,4
funerário,-,1,0,0,4
trepidez,-,3,0,0,4
serrania,+,0,0,2,8
serro,+,0,0,1,7
tarouquice,-,3,0,0,4
desamassar,-,1,0,0,4
insensatez,-,1,0,0,3
chaveta,+,0,0,1,4
clave,+,0,0,1,5
angusto,A,1,0,1,3
embirrento,-,1,0,0,3
ordenar,0,0,2,0,2
vigarizar,U,0,0,0,3
indolentemente,+,0,0,2,6
preguiçosamente,+,0,0,1,7
furdúncio,-,2,0,0,3
andaina,+,0,0,2,4
escolhambado,-,2,0,0,3
suposição,A,2,0,2,4
taurino,U,0,0,0,-1
táureo,U,0,0,0,-1
pedra-de-amolar,U,0,0,0,-1
pedra-de-afiar,U,0,0,0,-1
pesadão,U,0,0,0,3
biboca,0,0,2,0,4
enregelar,-,1,0,0,5
contribuinte,0,0,1,0,5
tributário,0,0,1,0,4
estalada,+,0,0,1,4
invectivar,0,1,2,0,3
cachoparrão,-,2,0,0,5
cambal,U,0,0,0,-1
cambeira,U,0,0,0,-1
assedar,A,1,1,0,5
condoer-se,-,2,0,0,4
sótão,+,0,0,2,6
empirismo,+,0,0,1,4
subtil,-,5,0,3,3
lacticolor,+,0,0,1,4
entendedor,+,0,0,3,3
abastardado,-,1,0,0,4
estranhável,U,0,0,0,3
rememorar,0,0,2,0,4
minimização,+,0,0,3,3
atalaiar,0,0,1,0,4
zurzir,A,0,1,1,3
fantasiado,-,1,0,0,5
mascarado,-,1,0,0,4
incidentalmente,U,0,0,0,-1
paralelo,+,1,1,3,4
arrepiar,0,0,2,0,3
atrofiar,-,1,0,0,3
truculento,-,2,0,0,3
lactígero,U,0,0,0,-1
lactígeno,U,0,0,0,-1
mediterrâneo,+,0,0,1,4
aneiro,-,2,0,0,3
estertor,A,0,1,1,5
vasca,+,1,0,2,4
genioso,-,1,0,0,4
confederação,+,0,0,1,2
inolente,U,0,0,0,-1
inodoro,U,0,0,0,-1
fanerocristal,U,0,0,0,-1
fenocristal,U,0,0,0,-1
arredondar,+,0,1,2,3
fielmente,U,0,0,0,4
esbrasear,-,1,0,0,4
invariabilidade,+,0,0,1,5
imutabilidade,+,0,0,2,4
postremo,-,1,0,0,4
costear,0,0,2,0,4
agremiar,0,0,3,0,4
fluente,0,0,3,0,2
corredio,0,0,1,0,3
moagem,+,0,0,1,4
avernal,-,1,0,0,4
relutação,+,0,0,1,4
trocado,-,1,0,0,5
desejar,0,0,1,0,2
guacari,U,0,0,0,-1
uacari,U,0,0,0,-1
pedagogia,U,0,0,0,-1
didactologia,U,0,0,0,-1
administrar,0,0,8,0,3
carpir-se,U,0,0,0,-1
endechar,U,0,0,0,-1
laical,-,2,0,0,5
leigal,-,1,0,0,6
quadradinho,U,0,0,0,-1
quadrícula,U,0,0,0,-1
acastelar,+,0,0,1,3
escarabeu,U,0,0,0,-1
desengastar,0,0,1,0,5
descravejar,0,0,1,0,6
abranger,0,0,5,0,2
almofada,A,1,0,1,4
chumela,U,0,0,0,5
molejar,0,0,1,0,3
pobreza,-,3,1,2,4
descoordenar,-,2,0,0,4
desavergonhado,A,2,2,0,3
iroso,-,2,0,0,4
espectacular,+,1,0,3,3
carpir,+,0,0,2,3
taina,-,2,0,0,3
par,0,0,1,0,4
agarrar-se,0,0,3,0,4
indutor,+,0,0,1,4
induzidor,+,0,0,2,4
iliçar,0,0,1,0,5
resmungão,-,2,0,0,4
bocante,-,2,0,0,5
descoramento,-,1,0,0,6
quibanha,-,2,0,0,2
preocupar-se,-,2,1,0,3
desnoitar,0,0,1,0,5
enganado,-,5,0,0,4
padreador,U,0,0,0,-1
marel,U,0,0,0,-1
desfolhadura,U,0,0,0,-1
palhal,+,0,0,1,4
insobriedade,-,1,0,0,5
obstrito,+,0,0,2,4
certificação,+,0,0,1,4
fopa,+,0,0,1,3
demónio,-,1,0,0,4
canhoto,-,2,0,0,3
mendubi,U,0,0,0,-1
mandubi,U,0,0,0,-1
nadivo,0,0,1,0,3
indirectamente,+,0,0,1,4
tribunal,+,0,0,2,3
judicatura,+,0,0,1,4
podre,-,5,0,0,3
invencioneiro,-,1,0,0,3
obliterado,A,2,0,2,4
hereditário,0,0,1,0,5
epiderme,-,1,0,0,5
cutícula,-,1,0,0,4
díscolo,-,3,0,0,4
amado,-,3,0,0,4
crecheu,-,1,0,0,4
falsificador,U,0,0,0,-1
adulterador,U,0,0,0,-1
boléu,A,1,0,1,2
trampear,0,0,1,0,4
futricada,-,1,0,0,5
muladar,+,0,0,2,5
desgravidação,-,1,0,0,5
vegetar,0,0,1,0,3
pobremente,-,1,0,0,5
humildemente,-,1,0,0,6
aferretado,-,1,0,0,5
latoeiro,+,0,0,1,5
folheiro,+,0,0,2,4
camoeca,-,2,0,1,4
randevu,U,0,0,0,6
fouveiro,U,0,0,0,6
reconfortante,0,0,1,0,5
reconfortável,0,0,1,0,6
imprestável,0,0,2,0,4
solicitador,-,1,0,0,5
espádua,+,0,0,1,4
engelhar-se,0,0,1,0,5
encorricar,0,0,1,0,4
aterrorizador,-,2,0,0,4
trincheira,+,0,0,1,2
espaçadamente,A,0,1,1,5
comparável,0,0,1,0,4
multisciente,+,0,0,1,4
fevroso,U,0,0,0,4
treva,-,2,0,0,3
repelão,-,2,0,0,4
área,A,1,0,1,4
miragem,-,1,0,0,2
idealidade,-,2,0,1,4
trisca,-,3,0,0,3
deslumbramento,-,1,0,0,3
desinteligência,-,3,0,0,4
rebocar,A,1,0,1,2
sirgar,U,0,0,0,3
molho,+,1,0,2,4
chicaca,+,0,0,2,5
espiráculo,U,0,0,0,2
homizio,+,0,0,1,4
escalvar,A,0,1,1,4
desnudar,0,0,1,0,3
amarelado,-,2,0,0,3
cultivo,+,0,0,1,3
tauxiar,A,0,1,1,4
betardinha,U,0,0,0,-1
mentar,0,0,2,0,2
subemprazamento,U,0,0,0,-1
subenfiteuse,U,0,0,0,-1
descuidoso,A,1,0,1,3
descuidadoso,U,0,0,0,4
sédulo,A,1,0,1,4
frota,+,0,0,1,5
armada,+,0,0,2,6
chumiço,0,0,1,0,4
cubículo,A,0,1,1,5
irmão,0,0,1,0,4
desperto,+,0,0,4,4
prantear-se,0,0,1,0,6
lamuriar,0,0,1,0,5
célere,+,0,0,2,5
seiscentismo,+,0,0,1,8
borboletas-do-mar,U,0,0,0,-1
pterópode,U,0,0,0,-1
sarro,+,1,0,2,5
liquefacto,+,0,0,1,8
liquefeito,+,0,0,1,7
pão,+,0,0,2,3
exequente,-,1,0,0,7
depositar-se,0,0,1,0,4
venustidade,A,1,0,1,3
refectivo,0,0,2,0,5
pouso,+,0,0,2,4
cultivar-se,0,0,2,0,4
dilatação,0,0,3,0,2
distenso,0,0,1,0,3
desproporcionar,U,0,0,0,4
turificar,+,0,0,3,4
escandalizado,-,1,0,0,4
nubívago,A,0,1,1,3
rochedo,-,3,0,0,4
inviolável,+,0,0,2,3
disformar,U,0,0,0,5
tamis,+,0,0,1,4
chamar-se,0,0,3,0,3
recalcitrante,-,1,0,0,4
rincão,+,0,0,1,4
fraternidade,+,0,0,1,4
fraternização,+,0,0,1,5
respeitado,A,1,1,0,4
calotear,0,0,2,0,5
desalojar,0,0,1,0,4
empresa,+,0,0,4,4
sobrestar,0,0,3,0,4
especialista,+,0,1,3,3
anotado,U,0,0,0,-1
trabucada,-,2,0,0,1
imponência,A,1,1,0,3
majestade,-,4,0,2,3
corpulento,A,2,2,0,2
madria,U,0,0,0,6
pandemónio,-,1,0,0,3
diadema,0,0,1,0,4
recíproco,+,0,0,1,3
mútuo,+,0,0,1,4
escorraçar,0,1,2,0,4
intemporal,0,0,1,0,4
batotice,-,3,0,0,3
esfíngico,-,3,0,0,4
dessedentar-se,0,0,1,0,5
desalterar,A,1,0,1,4
barrigudo,-,3,1,0,5
fragosidade,-,1,0,0,4
fantasiar-se,0,0,1,0,4
mascarar,A,2,2,0,4
mutabilidade,-,3,0,0,5
igualmente,A,1,1,0,4
cavo,+,0,0,1,4
feder,U,0,0,0,4
chumbo,+,0,0,3,5
gata,+,0,0,1,4
profundador,0,0,1,0,5
telegráfico,+,0,0,4,4
tanchão,U,0,0,0,-1
chanta,U,0,0,0,-1
ensaboar,+,0,0,2,4
entono,A,1,0,1,3
cangalho,U,0,0,0,5
pinhoca,U,0,0,0,4
parilidade,+,0,0,1,3
soslaio,-,1,0,0,4
replicação,A,1,0,1,4
franga,-,1,0,0,7
polha,-,1,0,0,6
alquebrado,-,1,0,0,3
conspirar,A,1,1,0,3
conjurar,A,1,1,0,4
decorrido,0,0,1,0,3
corgo,+,0,0,1,6
caçoador,-,2,0,0,6
assoberbado,-,3,1,2,4
açacalar,0,0,2,0,2
escancarado,A,1,0,1,4
passividade,+,0,0,1,5
siso,+,0,0,3,3
abolachar,-,1,0,0,2
intoxicação,U,0,0,0,-1
toxicemia,U,0,0,0,-1
relampejar,A,0,1,1,4
esguelhado,-,3,0,0,3
inovador,U,0,0,0,4
novador,U,0,0,0,5
meter,A,0,1,1,2
interessar-se,0,0,1,0,3
embruxador,+,0,0,1,5
crédito,+,0,0,1,2
campar,+,0,0,1,3
adorador,-,1,0,0,6
película,-,1,0,0,3
tona,-,1,0,0,4
iminente,+,0,1,3,4
sapeca,-,1,0,0,3
morrão,+,0,0,1,6
cravagem,+,0,0,1,5
encarregar,0,0,1,0,3
purificação,0,0,1,0,4
sublimação,0,0,1,0,5
sobrancear,0,0,3,0,4
ciladear,+,0,0,1,4
tátaro,-,2,0,0,5
tronchar,-,2,0,0,4
recordar-se,0,0,2,0,3
ostentador,U,0,0,0,-1
estadeador,U,0,0,0,-1
reciprocidade,+,0,0,1,4
écloga,0,0,1,0,5
bucólica,0,0,1,0,6
desengenhoso,-,2,0,0,4
antílope,U,0,0,0,-1
impala,U,0,0,0,-1
alcova,+,0,0,2,2
esbarrar-se,0,0,1,0,4
predestinado,+,0,0,1,5
gigantófono,-,1,0,0,4
atrancamento,U,0,0,0,-1
atranco,U,0,0,0,-1
mas,-,3,0,0,3
incriminar,0,0,1,0,3
cocaína,+,0,0,1,5
punhada,-,1,0,0,4
murro,-,1,0,0,4
filiforme,U,0,0,0,-1
nematóide,U,0,0,0,-1
consumidor,-,1,0,0,4
brotado,0,0,1,0,4
alvoroçador,-,1,0,0,4
alvorotador,-,1,0,0,5
esgarabulhão,-,2,0,0,3
caxico,0,0,1,0,4
flavo,+,0,0,2,4
repartir,0,0,5,2,3
esquerdino,-,1,0,0,4
importação,+,0,0,2,4
empório,0,0,1,0,4
entreposto,+,0,1,2,5
entanguecer,-,1,0,0,5
enternecedor,A,1,0,1,4
fugidio,U,0,0,0,4
baixa,+,0,0,2,2
migalha,+,1,0,2,6
migalho,+,0,0,1,7
acrescentado,+,0,0,1,5
adscrito,+,0,0,2,4
atavismo,+,0,0,1,8
ancestralidade,+,0,0,1,9
ecléctico,-,1,0,0,5
beiral,+,0,0,2,5
bípede,U,0,0,0,-1
dípode,U,0,0,0,-1
incitamento,A,0,2,2,3
desesperar-se,+,0,0,1,2
leite,+,0,0,1,2
esculpir,0,0,4,0,4
entretalhar,0,0,1,0,5
encadernar,-,1,0,0,3
alombar,-,2,0,1,2
graúdo,+,0,1,2,3
assario,A,1,0,1,4
estereotipado,+,0,0,1,3
vasconço,U,0,0,0,-1
êuscaro,U,0,0,0,-1
magnificar,+,0,0,1,1
futricar,A,2,2,0,3
cabeça-no-ar,+,0,0,1,6
despassarado,+,0,0,1,5
jeremiar,A,0,1,1,5
breado,U,0,0,0,4
afobado,-,3,0,0,3
frontaria,+,0,0,4,4
novela,-,3,0,0,3
palestrar,U,0,0,0,3
destravar,0,0,1,0,2
desentravar,0,0,3,0,3
devaneador,U,0,0,0,4
carcomido,-,1,0,0,4
desenjoar,0,0,1,0,4
desengulhar,0,0,1,0,5
comentador,-,1,0,0,3
amoravelmente,0,0,1,0,6
azedo,-,4,1,0,3
agre,-,3,0,0,4
suspender,A,1,2,2,3
compensatório,U,0,0,0,3
habilmente,-,1,0,0,8
engenhosamente,-,1,0,0,9
ouros,U,0,0,0,-1
jingondo,U,0,0,0,-1
camarote,+,0,0,1,4
cabina,+,0,0,1,5
descomposto,-,1,0,0,4
tremado,-,1,0,0,5
trilingue,U,0,0,0,-1
triglota,U,0,0,0,-1
cacifo,+,0,0,2,4
atenciosamente,U,0,0,0,10
solicitamente,U,0,0,0,11
supracitado,U,0,0,0,4
esbagar,U,0,0,0,-1
desbagoar,U,0,0,0,-1
acetinar,-,2,0,0,4
prescrito,+,0,0,1,6
tardeza,-,1,0,0,4
coçado,-,1,0,0,4
iluminar-se,-,1,0,0,5
joão-fernandes,U,0,0,0,-1
pedantismo,-,1,0,0,3
pabulagem,-,1,0,0,2
retirado,+,1,0,4,4
inchação,-,2,0,0,3
cratícula,U,0,0,0,-1
baderna,-,2,0,0,3
agouro,+,0,0,3,3
rebolar,0,0,3,0,4
pespontar,+,0,0,2,3
empastar,U,0,0,0,-1
emassar,U,0,0,0,-1
exsudato,-,1,0,0,7
oberar,-,1,0,0,3
género,+,0,2,3,2
sabor,+,0,0,7,3
patrono,+,0,0,3,4
possidónio,A,0,1,1,4
folhelho,U,0,0,0,10
hipotecado,+,0,0,1,4
charro,0,1,2,0,3
fastigioso,A,1,1,0,3
obtusado,-,1,0,0,5
notícia,+,2,0,5,3
ambiopia,U,0,0,0,-1
diplopia,U,0,0,0,-1
dejejum,U,0,0,0,-1
quodore,U,0,0,0,-1
afrouxamento,+,0,1,2,4
afervorar,+,0,0,4,3
aferventar,+,0,0,1,3
nome,A,0,2,2,3
arreios,A,1,0,1,4
escorregão,U,0,0,0,-1
escorrega,U,0,0,0,-1
cincar,A,1,1,0,4
abrandamento,+,0,0,1,5
babadouro,U,0,0,0,-1
babador,U,0,0,0,-1
viração,+,0,0,4,3
capela,A,1,1,0,4
tartufo,-,1,0,0,4
zelote,-,1,0,0,5
rodo,+,0,0,1,4
redor,+,0,0,1,3
dessensibilizante,U,0,0,0,-1
dessensibilizador,U,0,0,0,-1
lesto,+,0,0,5,4
espevitado,+,0,0,4,4
indispensável,0,0,1,0,2
pantomimeiro,A,1,1,0,4
pendurar-se,U,0,0,0,4
ingrato,-,2,0,0,2
tamborileiro,U,0,0,0,-1
rufador,U,0,0,0,-1
pequerrucho,-,2,0,0,5
namorador,0,0,1,0,5
desencaminhado,-,1,0,0,4
anuir,0,1,2,1,3
sinceridade,+,1,1,3,3
quebra-luz,+,0,0,2,8
sombreira,+,0,0,1,7
oeste,+,0,0,3,4
remorar,+,0,0,1,4
mondonga,U,0,0,0,-1
pompeante,+,0,0,1,4
vendeiro,U,0,0,0,14
lisura,+,1,0,3,4
versificar,+,0,0,1,5
comadrio,+,0,0,2,4
bolçar,0,0,2,0,3
articular,0,0,2,0,2
articulatório,0,0,1,0,3
itinerante,-,1,0,0,4
descolmar,U,0,0,0,4
escolmar,U,0,0,0,5
conhecimentos,+,0,0,1,2
antozoários,U,0,0,0,-1
coraliário,U,0,0,0,-1
assoa-queixos,0,0,1,0,4
quinau,+,0,0,1,4
convizinho,+,0,0,1,4
sobre-humano,0,0,3,1,3
estrelar,+,0,0,2,4
manobrar,0,0,6,0,2
prosperidade,A,1,1,1,3
poleia,+,0,0,3,4
atemporal,U,0,0,0,-1
acrónico,U,0,0,0,-1
concordância,+,0,0,3,2
unanimidade,+,0,0,1,3
menoscabador,U,0,0,0,-1
encouchar,-,1,0,0,1
toro,A,1,0,1,4
confinante,-,1,0,0,4
insincero,+,0,0,1,4
copiógrafo,+,0,0,1,9
copiador,+,0,0,1,8
moçambicano,U,0,0,0,-1
moçambique,U,0,0,0,-1
menina,-,2,0,0,5
inexorável,-,6,0,1,3
trabalhos,-,2,1,0,4
piedoso,+,0,0,1,4
desaparecido,-,2,0,0,4
pressagioso,-,1,0,0,4
pressago,-,1,0,0,3
chincalhão,U,0,0,0,-1
zápete,U,0,0,0,-1
brutesco,0,0,2,0,3
rarefazer,+,0,0,1,4
praticável,+,0,0,1,4
zagal,+,0,0,2,5
chilro,-,1,0,0,7
pipio,-,1,0,0,8
renhimento,-,1,0,0,2
ensancha,0,0,2,0,3
adquirir,0,0,4,2,2
pagela,+,0,0,1,5
prepotência,-,1,0,0,2
colectado,U,0,0,0,5
derramado,A,1,1,0,4
macha-fêmea,+,0,0,1,5
unário,0,0,1,0,4
cábula,0,0,1,0,3
rebentão,0,0,3,0,5
idóneo,+,0,0,3,3
corsário,0,0,2,0,5
moto,-,2,1,0,3
zumbo,-,1,0,0,2
fuzilada,-,1,0,0,5
jus,+,0,0,1,3
acobardar-se,A,1,1,0,4
apoltronar-se,+,0,0,1,5
chama,+,1,0,3,3
vaguejar,0,0,1,0,4
vanguejar,0,0,1,0,3
brutamontes,-,1,0,0,4
lutulento,0,0,1,0,5
daninho,-,2,0,0,2
tromblom,U,0,0,0,-1
trompão,U,0,0,0,-1
salvaguardar,0,0,4,1,4
rolamento,U,0,0,0,-1
rolagem,U,0,0,0,-1
embriolado,-,1,0,0,4
adocicar,U,0,0,0,-1
amelaçar,U,0,0,0,-1
reimprimir,0,0,1,0,4
supermodelo,U,0,0,0,-1
top_model,U,0,0,0,-1
redondamente,0,0,3,0,4
trirregno,U,0,0,0,-1
vilipêndio,+,0,0,1,4
especar,+,0,1,2,4
alfinete-de-dama,U,0,0,0,-1
alfinete-de-ama,U,0,0,0,-1
macrocéfalo,U,0,0,0,-1
calabaça,U,0,0,0,-1
sombreado,-,1,0,0,5
afiançar,0,0,3,0,3
geralmente,0,0,2,0,3
desejável,+,0,0,1,3
invejável,A,1,0,1,4
intransigente,-,3,0,0,3
perficiente,0,0,2,0,3
impropriedade,-,1,0,0,3
lázaro,-,2,0,0,4
séquito,0,0,1,0,3
lentidão,+,0,0,3,4
vagareza,+,0,0,1,5
denodado,-,3,0,0,4
cefalalgia,U,0,0,0,-1
cefalgia,U,0,0,0,-1
raptor,A,0,1,1,4
arrebatador,+,0,0,2,3
glacial,-,1,0,0,3
touraria,-,3,0,0,3
desarrenegar-se,U,0,0,0,6
cozido,+,0,0,1,5
desprimorar,-,4,0,0,3
morbígeno,-,1,0,0,4
morbífico,-,1,0,0,3
projecção,+,0,0,1,4
arraigar,0,0,1,0,4
desviver,0,0,1,0,4
chapar,0,0,1,0,3
soprano,U,0,0,0,-1
tiple,U,0,0,0,-1
mofino,-,2,0,0,2
testemunha,+,0,0,2,4
teste,+,0,0,4,3
dependente,+,1,0,5,4
homográfico,+,0,0,1,4
arrelia,-,2,0,0,3
compor-se,0,0,3,0,3
ressarcir-se,0,0,1,0,3
camarinha,U,0,0,0,6
camarinheira,U,0,0,0,7
candidato,-,2,0,0,6
postulante,-,2,0,0,7
desarticular-se,0,0,1,0,4
catacego,U,0,0,0,-1
catracego,U,0,0,0,-1
belver,+,0,0,1,7
belveder,+,0,0,1,6
sobpor,-,1,0,0,3
estábulo,+,0,0,1,5
presépio,+,0,0,1,6
insuflar,0,0,4,0,3
caleira,A,1,0,1,4
assomo,+,2,0,3,4
escrutar,A,0,1,1,3
bugalha,U,0,0,0,-1
gansos,U,0,0,0,-1
relevante,+,0,0,2,3
sobredivino,U,0,0,0,4
trióico,U,0,0,0,-1
trieco,U,0,0,0,-1
chamativo,+,0,0,2,4
magazine,+,0,0,1,4
apuração,+,0,0,2,4
estanco,-,1,0,0,5
petulante,-,3,2,2,4
preestabelecer,U,0,0,0,4
ratada,-,1,0,0,2
capeta,-,1,0,0,4
cloaca,U,0,0,0,-1
álveo,+,0,0,1,4
chamada,+,0,0,4,4
sugar,+,1,1,2,3
precaver-se,0,0,5,0,4
premunir,0,0,4,0,3
dói-dói,-,2,0,0,4
descativar,0,0,1,0,3
prantivo,-,2,0,0,4
coleccionador,U,0,0,0,-1
coleccionista,U,0,0,0,-1
azul-celeste,-,1,0,0,6
cerúleo,-,1,0,0,5
opugnador,+,0,0,1,6
retundir,0,1,2,0,3
bajuda,0,0,1,0,4
arrepeladela,-,1,0,0,4
seráfico,+,0,0,2,3
instado,+,0,0,1,6
rogado,+,0,0,1,5
fosca,-,3,0,0,4
protozoário,U,0,0,0,-1
microzoário,U,0,0,0,-1
cadilho,A,1,0,1,3
boiuno,U,0,0,0,-1
manto,-,2,0,1,3
beatificador,U,0,0,0,-1
beatificatório,U,0,0,0,-1
tejuco,-,1,0,0,4
nublar-se,U,0,0,0,4
anuviar,A,1,0,1,3
violentado,+,0,0,3,4
forçosamente,0,0,1,0,4
obrigatoriamente,0,0,1,0,3
endentar,0,0,1,0,2
gualdir,0,0,2,0,4
dentola,U,0,0,0,-1
inflamar-se,A,1,0,1,4
niquice,A,1,0,1,3
estouraz,U,0,0,0,6
precipitação,+,0,0,1,2
vitalidade,0,0,1,0,3
esborraçar,-,4,0,0,3
domador,U,0,0,0,-1
amansador,U,0,0,0,-1
venal,U,0,0,0,-1
troçador,-,1,0,0,4
rezingar,0,0,1,0,3
arengar,0,0,2,0,4
